dbLevel,dominantFrequency,variance,spikeCount,trainingLabel
43.3608,54.6875,48756.3,0,HUMAN
41.1949,62.5,33233.1,0,HUMAN
43.3641,54.6875,57161.2,0,HUMAN
42.4233,23.4375,56955.8,0,HUMAN
45.3016,70.3125,88413.8,0,HUMAN
47.1745,15.625,112484.0,0,HUMAN
43.5372,15.625,56741.2,0,HUMAN
46.1879,31.25,129803.0,0,HUMAN
43.1909,23.4375,54223.5,0,HUMAN
44.579,54.6875,78214.3,0,HUMAN
44.559,54.6875,70866.9,0,HUMAN
44.0796,54.6875,62639.0,0,HUMAN
45.6073,31.25,94250.2,0,HUMAN
42.9373,70.3125,49218.4,0,HUMAN
40.9008,62.5,31197.3,0,HUMAN
46.6247,62.5,131526.0,0,HUMAN
43.6634,54.6875,57143.6,0,HUMAN
43.2761,70.3125,55931.5,0,HUMAN
44.3376,54.6875,72987.7,0,HUMAN
42.7641,23.4375,55371.2,0,HUMAN
42.8069,62.5,49714.5,0,HUMAN
42.1347,70.3125,42034.6,0,HUMAN
42.7804,23.4375,49172.9,0,HUMAN
45.6478,54.6875,78701.8,0,HUMAN
42.572,23.4375,49317.5,0,HUMAN
44.5947,54.6875,65811.5,0,HUMAN
44.1543,70.3125,59225.5,0,HUMAN
42.7988,54.6875,51126.3,0,HUMAN
41.4641,70.3125,37493.3,0,HUMAN
42.5279,54.6875,47047.8,0,HUMAN
44.0109,54.6875,61383.7,0,HUMAN
45.5852,62.5,73633.1,0,HUMAN
44.5094,54.6875,68241.9,0,HUMAN
42.619,54.6875,43799.0,0,HUMAN
47.7922,23.4375,132579.0,0,HUMAN
41.9821,54.6875,37898.1,0,HUMAN
44.2213,54.6875,65375.3,0,HUMAN
43.9141,23.4375,60775.4,0,HUMAN
42.1745,70.3125,41435.5,0,HUMAN
44.6572,54.6875,69254.4,0,HUMAN
44.5931,54.6875,75918.8,0,HUMAN
40.8645,101.562,28076.3,0,HUMAN
43.4469,70.3125,73743.6,0,HUMAN
42.2829,70.3125,44713.9,0,HUMAN
40.923,23.4375,35179.9,0,HUMAN
42.1903,70.3125,37481.8,0,HUMAN
42.0464,23.4375,40496.1,0,HUMAN
43.0601,54.6875,49022.5,0,HUMAN
42.726,70.3125,47548.8,0,HUMAN
42.3872,54.6875,45464.3,0,HUMAN
42.8802,23.4375,46671.7,0,HUMAN
43.8673,54.6875,70977.8,0,HUMAN
44.2053,54.6875,66597.3,0,HUMAN
42.3449,23.4375,44731.9,0,HUMAN
43.2031,54.6875,46970.3,0,HUMAN
44.5228,62.5,67326.5,0,HUMAN
42.3597,54.6875,43709.6,0,HUMAN
42.1418,62.5,41203.7,0,HUMAN
42.5854,54.6875,48842.8,0,HUMAN
39.7642,62.5,24260.9,0,HUMAN
42.2384,62.5,41430.0,0,HUMAN
41.9287,54.6875,35670.4,0,HUMAN
43.5942,46.875,55347.7,0,HUMAN
43.6762,54.6875,58917.8,0,HUMAN
41.4497,62.5,38394.7,0,HUMAN
43.5373,23.4375,60569.9,0,HUMAN
42.3833,54.6875,44961.1,0,HUMAN
45.0576,46.875,94758.8,0,HUMAN
43.0928,62.5,55705.9,0,HUMAN
41.5007,62.5,37290.6,0,HUMAN
42.2909,54.6875,40431.8,0,HUMAN
43.303,54.6875,55422.0,0,HUMAN
43.7808,70.3125,54931.2,0,HUMAN
42.8122,62.5,47937.5,0,HUMAN
42.5566,54.6875,46385.3,0,HUMAN
43.4426,54.6875,59786.1,0,HUMAN
41.7962,23.4375,34322.3,0,HUMAN
44.7262,54.6875,72747.7,0,HUMAN
42.4685,54.6875,43856.3,0,HUMAN
44.1281,54.6875,55523.2,0,HUMAN
42.4215,54.6875,43232.5,0,HUMAN
43.4864,70.3125,54807.5,0,HUMAN
41.9738,62.5,44053.1,0,HUMAN
41.7073,101.562,36559.5,0,HUMAN
42.4983,62.5,38251.8,0,HUMAN
43.2729,54.6875,53698.2,0,HUMAN
42.6167,23.4375,45608.2,0,HUMAN
42.7945,70.3125,50344.1,0,HUMAN
41.6732,23.4375,33162.3,0,HUMAN
44.484,70.3125,63108.1,0,HUMAN
43.0902,62.5,51632.3,0,HUMAN
45.1244,54.6875,81839.8,0,HUMAN
41.6636,62.5,37382.5,0,HUMAN
44.7796,23.4375,75410.9,0,HUMAN
43.2676,54.6875,62897.9,0,HUMAN
41.0321,23.4375,33718.1,0,HUMAN
42.3771,62.5,42798.8,0,HUMAN
42.3993,54.6875,44229.8,0,HUMAN
40.5562,101.562,26199.5,0,HUMAN
46.2724,70.3125,136566.0,0,HUMAN
45.2813,54.6875,75118.1,0,HUMAN
44.4054,54.6875,62553.9,0,HUMAN
42.8333,70.3125,51069.5,0,HUMAN
43.3577,54.6875,54390.2,0,HUMAN
49.6896,789.062,221665.0,86,NON_HUMAN
44.7882,54.6875,84540.9,0,HUMAN
42.2199,62.5,47589.1,0,HUMAN
42.2783,70.3125,41972.8,0,HUMAN
40.3575,23.4375,26163.6,0,HUMAN
45.2513,15.625,76445.1,0,HUMAN
45.2228,23.4375,67776.9,0,HUMAN
43.5191,15.625,58877.0,0,HUMAN
42.5238,62.5,51383.3,0,HUMAN
41.3779,101.562,34940.1,0,HUMAN
46.6493,54.6875,122387.0,0,HUMAN
44.1578,54.6875,63988.2,0,HUMAN
43.6115,70.3125,59412.2,0,HUMAN
44.2913,54.6875,75141.3,0,HUMAN
42.7272,62.5,47569.4,0,HUMAN
47.9044,789.062,201023.0,10,NON_HUMAN
43.8706,54.6875,58828.1,0,HUMAN
45.0839,789.062,80228.2,1,NON_HUMAN
44.0129,70.3125,65787.7,0,HUMAN
45.0832,781.25,87982.1,0,NON_HUMAN
45.7722,54.6875,86479.3,3,HUMAN
45.3596,54.6875,87428.4,0,HUMAN
45.1442,54.6875,84603.5,0,HUMAN
44.6992,54.6875,78357.1,0,HUMAN
42.8349,70.3125,48990.3,0,HUMAN
40.7258,23.4375,31789.8,0,HUMAN
42.925,62.5,52512.5,0,HUMAN
43.7318,54.6875,61345.7,0,HUMAN
48.4017,789.062,192057.0,6,NON_HUMAN
44.6449,54.6875,77099.4,0,HUMAN
44.3357,54.6875,68313.3,0,HUMAN
43.0612,70.3125,54240.4,0,HUMAN
41.7889,62.5,39530.0,0,HUMAN
42.4956,23.4375,46960.9,0,HUMAN
42.4973,54.6875,46426.6,0,HUMAN
42.9778,54.6875,47211.7,0,HUMAN
46.2647,15.625,107020.0,0,HUMAN
43.8901,54.6875,63609.9,0,HUMAN
41.1181,70.3125,34719.1,0,HUMAN
42.4128,70.3125,50110.8,0,HUMAN
42.7483,46.875,47292.5,0,HUMAN
41.9978,70.3125,40984.3,0,HUMAN
43.1245,46.875,53273.9,0,HUMAN
44.3589,54.6875,65576.2,0,HUMAN
46.0522,23.4375,112464.0,0,HUMAN
43.5891,70.3125,59305.6,0,HUMAN
42.669,54.6875,49311.2,0,HUMAN
42.5112,70.3125,43250.1,0,HUMAN
43.7836,54.6875,56685.0,0,HUMAN
43.0391,54.6875,50530.3,0,HUMAN
42.693,54.6875,50916.7,0,HUMAN
43.0157,54.6875,47819.2,0,HUMAN
43.3693,62.5,56295.6,0,HUMAN
43.1941,62.5,50543.4,0,HUMAN
41.6977,54.6875,34758.8,0,HUMAN
44.6629,54.6875,75555.5,0,HUMAN
42.5541,54.6875,44907.9,0,HUMAN
49.032,31.25,195332.0,0,HUMAN
41.8944,54.6875,43732.0,0,HUMAN
41.4752,54.6875,38015.8,0,HUMAN
43.7934,54.6875,65552.6,0,HUMAN
43.5308,54.6875,57761.4,0,HUMAN
43.1098,70.3125,50084.6,0,HUMAN
41.9465,70.3125,43495.7,0,HUMAN
42.8632,54.6875,47512.4,0,HUMAN
42.24,62.5,39303.1,0,HUMAN
43.8782,54.6875,63235.7,0,HUMAN
41.7378,54.6875,38303.2,0,HUMAN
42.5806,62.5,44627.0,0,HUMAN
42.6084,70.3125,39834.1,0,HUMAN
46.9865,23.4375,107399.0,0,HUMAN
41.9606,54.6875,42296.7,0,HUMAN
42.1142,101.562,45252.5,0,HUMAN
43.8584,70.3125,58765.3,0,HUMAN
43.9248,54.6875,63347.3,0,HUMAN
43.0959,54.6875,47146.9,0,HUMAN
42.3008,54.6875,43066.5,0,HUMAN
42.2165,54.6875,43182.9,0,HUMAN
44.0363,70.3125,60441.9,0,HUMAN
45.571,54.6875,91068.7,0,HUMAN
43.2592,54.6875,52818.8,0,HUMAN
42.2274,62.5,41938.8,0,HUMAN
41.7197,101.562,38486.0,0,HUMAN
41.697,70.3125,43954.1,0,HUMAN
43.2922,54.6875,50113.3,0,HUMAN
42.754,62.5,47476.7,0,HUMAN
43.0927,54.6875,55189.8,0,HUMAN
44.3441,54.6875,68460.6,1,HUMAN
44.5192,54.6875,76197.9,0,HUMAN
44.0501,62.5,64000.5,0,HUMAN
44.9338,54.6875,74721.5,0,HUMAN
44.1953,70.3125,82658.1,0,HUMAN
43.7395,54.6875,55896.0,0,HUMAN
43.9381,54.6875,54033.3,0,HUMAN
42.9522,70.3125,51145.6,5,HUMAN
41.8693,70.3125,37484.7,0,HUMAN
42.1716,70.3125,44969.0,0,HUMAN
42.4221,70.3125,46659.8,0,HUMAN
45.4454,54.6875,87821.9,8,HUMAN
40.8973,62.5,32856.5,0,HUMAN
44.6357,54.6875,75824.1,0,HUMAN
43.674,70.3125,61817.3,0,HUMAN
44.572,54.6875,77418.7,35,HUMAN
43.5799,54.6875,53273.4,0,HUMAN
43.256,54.6875,55030.2,0,HUMAN
40.8152,46.875,32178.5,0,HUMAN
47.1766,54.6875,116372.0,0,HUMAN
40.1545,101.562,25659.5,0,HUMAN
43.9343,54.6875,63173.9,0,HUMAN
44.2768,54.6875,63480.3,0,HUMAN
43.1338,54.6875,52570.5,0,HUMAN
45.4831,54.6875,76705.0,0,HUMAN
41.6778,70.3125,35273.4,0,HUMAN
41.0128,101.562,34470.7,0,HUMAN
45.2542,54.6875,87430.0,0,HUMAN
43.6872,54.6875,56597.9,0,HUMAN
43.7499,15.625,65813.6,0,HUMAN
43.8429,23.4375,59896.7,0,HUMAN
44.2692,54.6875,62248.0,0,HUMAN
43.9025,23.4375,74957.8,0,HUMAN
43.5408,23.4375,50399.8,0,HUMAN
41.5764,70.3125,37554.0,0,HUMAN
42.803,70.3125,48411.5,0,HUMAN
42.1869,23.4375,43441.0,0,HUMAN
45.0187,62.5,89834.5,0,HUMAN
40.8996,23.4375,34872.7,0,HUMAN
41.2782,70.3125,38084.6,0,HUMAN
43.8896,54.6875,65170.4,0,HUMAN
41.0526,54.6875,37531.2,0,HUMAN
44.4232,54.6875,76732.5,0,HUMAN
42.9552,54.6875,49502.5,0,HUMAN
43.5349,54.6875,58485.6,0,HUMAN
44.0907,54.6875,57183.6,0,HUMAN
42.4525,62.5,45641.4,0,HUMAN
42.5986,54.6875,47793.6,0,HUMAN
42.4598,62.5,45718.5,0,HUMAN
42.8887,54.6875,46611.7,0,HUMAN
46.6518,62.5,90937.5,0,HUMAN
43.1308,62.5,50297.2,0,HUMAN
42.1932,54.6875,43797.8,0,HUMAN
42.2464,62.5,47260.8,0,HUMAN
42.3349,54.6875,46947.3,0,HUMAN
46.3542,781.25,117977.0,1,NON_HUMAN
43.8552,62.5,61513.6,0,HUMAN
42.8614,101.562,51823.6,0,HUMAN
44.2285,54.6875,66457.4,0,HUMAN
42.5513,54.6875,48653.0,0,HUMAN
44.3135,62.5,64582.5,0,HUMAN
42.9654,54.6875,54547.0,0,HUMAN
43.1651,70.3125,56444.6,0,HUMAN
45.7166,15.625,94782.5,0,HUMAN
45.4138,54.6875,95074.0,1,HUMAN
44.5386,15.625,77838.6,0,HUMAN
47.7185,15.625,123081.0,0,HUMAN
48.6636,23.4375,140415.0,0,HUMAN
44.107,15.625,59599.2,0,HUMAN
45.2964,62.5,81775.3,0,HUMAN
45.9191,531.25,100196.0,0,HUMAN
44.5584,54.6875,67755.1,0,HUMAN
42.7502,62.5,48801.0,0,HUMAN
43.0178,23.4375,49424.5,1,HUMAN
45.4251,703.125,90635.6,0,NON_HUMAN
46.0874,531.25,101421.0,1,HUMAN
44.7824,23.4375,74930.6,0,HUMAN
41.116,62.5,33161.8,0,HUMAN
41.0286,62.5,35614.6,0,HUMAN
44.096,23.4375,72050.7,0,HUMAN
43.645,54.6875,59205.2,0,HUMAN
42.9594,54.6875,56739.2,0,HUMAN
43.8396,23.4375,56846.2,0,HUMAN
44.8889,531.25,77846.1,0,HUMAN
43.8492,23.4375,69740.8,0,HUMAN
45.2598,62.5,88570.5,0,HUMAN
45.2137,23.4375,93231.4,0,HUMAN
48.1188,62.5,160385.0,0,HUMAN
42.8758,70.3125,51233.0,0,HUMAN
47.5405,531.25,152172.0,18,HUMAN
48.1155,54.6875,162257.0,1,HUMAN
42.1073,23.4375,40922.1,0,HUMAN
45.6485,15.625,96781.8,0,HUMAN
42.7685,70.3125,45877.1,0,HUMAN
41.3419,23.4375,31465.8,0,HUMAN
43.7081,54.6875,56644.5,0,HUMAN
43.6658,54.6875,60480.0,0,HUMAN
43.1795,23.4375,54767.7,0,HUMAN
43.4709,70.3125,57418.3,0,HUMAN
43.6246,54.6875,60540.5,0,HUMAN
42.3329,23.4375,51841.5,0,HUMAN
42.9056,23.4375,42760.1,0,HUMAN
42.7642,54.6875,46213.7,0,HUMAN
44.9872,54.6875,78319.1,0,HUMAN
41.8287,62.5,39368.4,0,HUMAN
44.4788,23.4375,61515.7,0,HUMAN
44.9154,54.6875,79909.9,0,HUMAN
44.7921,7.8125,72650.1,0,HUMAN
44.5722,23.4375,71740.4,0,HUMAN
47.9442,23.4375,187276.0,0,HUMAN
45.1754,70.3125,79601.5,0,HUMAN
46.1125,15.625,98546.4,0,HUMAN
46.0579,23.4375,102789.0,0,HUMAN
46.5957,101.562,132186.0,0,HUMAN
42.5874,70.3125,50005.2,0,HUMAN
43.3445,23.4375,55925.6,0,HUMAN
44.0603,54.6875,67415.9,0,HUMAN
42.4865,23.4375,47678.0,0,HUMAN
43.6031,23.4375,65069.8,0,HUMAN
43.2215,54.6875,55908.2,0,HUMAN
41.1077,23.4375,33314.3,0,HUMAN
44.1975,70.3125,59674.2,0,HUMAN
44.3942,70.3125,65663.6,0,HUMAN
42.1651,23.4375,39936.1,0,HUMAN
44.093,54.6875,64583.8,0,HUMAN
41.6502,23.4375,39706.4,0,HUMAN
47.4861,23.4375,168108.0,0,HUMAN
43.463,23.4375,55244.3,0,HUMAN
43.2674,23.4375,59354.0,0,HUMAN
43.9279,54.6875,63738.1,0,HUMAN
43.937,54.6875,60281.6,0,HUMAN
43.0004,23.4375,50805.3,0,HUMAN
42.0117,23.4375,44708.9,0,HUMAN
42.4658,23.4375,46385.6,0,HUMAN
43.3466,54.6875,56636.2,0,HUMAN
42.3928,23.4375,45085.8,0,HUMAN
40.9104,23.4375,31010.8,0,HUMAN
44.7047,54.6875,70238.2,0,HUMAN
42.4972,23.4375,43548.0,1,HUMAN
44.5969,54.6875,71189.2,0,HUMAN
42.0591,70.3125,44156.6,0,HUMAN
42.2736,23.4375,45968.9,0,HUMAN
44.7833,23.4375,105859.0,0,HUMAN
43.9045,23.4375,60447.6,0,HUMAN
43.0862,23.4375,38790.1,0,HUMAN
43.3099,23.4375,54620.4,0,HUMAN
44.1637,54.6875,63595.8,0,HUMAN
45.277,23.4375,77944.5,0,HUMAN
45.0174,54.6875,76201.0,0,HUMAN
45.0711,62.5,81326.8,0,HUMAN
43.6589,23.4375,58801.4,0,HUMAN
44.5476,54.6875,67867.1,0,HUMAN
44.7643,23.4375,81374.6,0,HUMAN
42.6512,23.4375,45573.1,0,HUMAN
44.5732,54.6875,71926.3,0,HUMAN
44.2408,54.6875,64076.4,0,HUMAN
42.4065,23.4375,47393.2,0,HUMAN
42.0937,23.4375,43034.1,0,HUMAN
52.143,15.625,382143.0,0,HUMAN
43.9825,23.4375,70629.3,0,HUMAN
43.6083,23.4375,56811.3,0,HUMAN
44.353,70.3125,64351.6,0,HUMAN
43.7141,23.4375,55598.6,0,HUMAN
43.9142,23.4375,68654.7,0,HUMAN
43.2528,23.4375,53376.3,0,HUMAN
44.5306,54.6875,72719.8,0,HUMAN
44.7282,70.3125,69152.6,0,HUMAN
42.9447,23.4375,49717.5,0,HUMAN
44.6933,23.4375,70876.8,0,HUMAN
43.0131,23.4375,50768.4,0,HUMAN
43.5065,23.4375,56717.6,0,HUMAN
44.126,23.4375,76857.4,0,HUMAN
44.229,23.4375,68958.7,0,HUMAN
44.1221,54.6875,73829.1,0,HUMAN
43.1908,23.4375,50614.2,0,HUMAN
43.8307,23.4375,60385.1,0,HUMAN
43.0028,23.4375,46434.5,0,HUMAN
43.5393,23.4375,57513.3,0,HUMAN
43.6168,23.4375,51562.5,0,HUMAN
45.6679,54.6875,99649.0,0,HUMAN
42.3684,70.3125,39751.5,0,HUMAN
43.1834,23.4375,52481.0,0,HUMAN
45.6794,54.6875,90058.2,0,HUMAN
42.8903,23.4375,42333.7,0,HUMAN
44.5767,54.6875,76444.3,0,HUMAN
44.3168,54.6875,65883.2,0,HUMAN
44.5822,54.6875,76239.0,0,HUMAN
46.3421,7.8125,114212.0,0,HUMAN
44.0365,54.6875,67390.6,0,HUMAN
42.0762,23.4375,37604.1,0,HUMAN
44.5281,23.4375,77350.2,0,HUMAN
43.4474,23.4375,59087.8,0,HUMAN
46.7454,765.625,121766.0,19,NON_HUMAN
43.2701,23.4375,53026.7,0,HUMAN
41.9829,23.4375,41680.2,0,HUMAN
45.0197,70.3125,82213.8,0,HUMAN
43.4144,54.6875,56421.1,0,HUMAN
42.487,54.6875,41284.2,0,HUMAN
43.7127,54.6875,58320.1,0,HUMAN
44.4935,23.4375,69166.1,0,HUMAN
43.1823,62.5,60378.0,0,HUMAN
42.9557,62.5,52156.8,0,HUMAN
43.787,23.4375,59846.3,0,HUMAN
40.8571,62.5,32079.2,0,HUMAN
41.9723,23.4375,38436.6,0,HUMAN
45.3656,828.125,82141.0,0,NON_HUMAN
43.5969,70.3125,57997.2,0,HUMAN
43.2901,23.4375,54910.8,0,HUMAN
45.07,23.4375,80305.7,0,HUMAN
44.7021,54.6875,78476.0,0,HUMAN
45.8522,828.125,96239.7,0,NON_HUMAN
44.2243,554.688,67497.7,0,HUMAN
44.775,70.3125,71672.6,0,HUMAN
43.8242,62.5,61708.3,0,HUMAN
44.3478,54.6875,69979.0,0,HUMAN
42.4586,23.4375,38799.5,0,HUMAN
45.0237,23.4375,76784.6,0,HUMAN
44.6816,54.6875,80405.4,0,HUMAN
43.7802,54.6875,59045.9,0,HUMAN
46.1522,62.5,102119.0,0,HUMAN
43.635,23.4375,53106.1,0,HUMAN
44.4282,70.3125,80118.6,0,HUMAN
41.5784,23.4375,35486.2,0,HUMAN
42.6642,23.4375,48764.9,0,HUMAN
44.5639,23.4375,71529.5,0,HUMAN
45.2548,54.6875,81863.0,0,HUMAN
44.4068,54.6875,70066.9,0,HUMAN
44.0208,54.6875,59990.9,0,HUMAN
41.5928,23.4375,35576.4,0,HUMAN
44.9641,31.25,86529.0,0,HUMAN
42.0555,23.4375,40223.8,0,HUMAN
42.8635,23.4375,55867.1,0,HUMAN
44.45,23.4375,66432.8,0,HUMAN
42.0997,54.6875,44702.4,0,HUMAN
42.9746,54.6875,50043.5,0,HUMAN
44.2597,54.6875,68952.7,0,HUMAN
43.9155,54.6875,67565.7,0,HUMAN
42.5865,23.4375,40433.0,0,HUMAN
44.0756,54.6875,66331.2,0,HUMAN
41.1965,23.4375,32308.2,0,HUMAN
45.5491,54.6875,92232.2,0,HUMAN
41.9934,23.4375,40480.2,0,HUMAN
43.0423,54.6875,54320.3,0,HUMAN
43.7671,23.4375,60736.1,0,HUMAN
43.2262,54.6875,47040.9,0,HUMAN
45.6441,23.4375,138448.0,0,HUMAN
43.6698,54.6875,57692.6,0,HUMAN
42.5561,23.4375,45080.8,0,HUMAN
44.2612,54.6875,69233.9,0,HUMAN
43.4507,54.6875,55119.7,0,HUMAN
43.757,54.6875,56986.3,0,HUMAN
44.2209,54.6875,66036.5,0,HUMAN
42.3915,23.4375,42004.6,0,HUMAN
44.4056,62.5,73364.1,0,HUMAN
43.3382,54.6875,55493.9,0,HUMAN
44.4385,54.6875,63842.8,0,HUMAN
43.8759,70.3125,62188.9,0,HUMAN
41.942,23.4375,38720.0,0,HUMAN
43.9207,23.4375,54505.1,0,HUMAN
42.1453,46.875,39110.2,0,HUMAN
44.04,54.6875,60753.0,0,HUMAN
44.6917,23.4375,76894.5,0,HUMAN
41.9446,23.4375,42253.8,0,HUMAN
42.9278,54.6875,50017.5,0,HUMAN
43.267,23.4375,53537.6,0,HUMAN
44.3343,54.6875,55486.3,0,HUMAN
42.7651,23.4375,55531.2,0,HUMAN
41.3626,70.3125,36574.0,0,HUMAN
47.9496,23.4375,134637.0,0,HUMAN
45.6424,54.6875,92305.1,0,HUMAN
44.683,23.4375,73459.4,0,HUMAN
44.7426,54.6875,69055.3,0,HUMAN
44.7373,23.4375,77354.3,0,HUMAN
43.7317,54.6875,58752.5,2,HUMAN
48.2579,70.3125,169089.0,0,HUMAN
44.8226,23.4375,75431.7,0,HUMAN
42.9779,23.4375,49873.4,0,HUMAN
44.7982,54.6875,90902.9,0,HUMAN
42.8792,54.6875,49757.2,0,HUMAN
43.551,70.3125,55909.5,0,HUMAN
42.5115,70.3125,52082.6,0,HUMAN
44.5718,62.5,77000.7,0,HUMAN
44.3606,23.4375,67159.8,0,HUMAN
44.3334,23.4375,63876.8,0,HUMAN
44.4428,23.4375,71403.3,0,HUMAN
44.7726,62.5,81141.5,0,HUMAN
43.8357,23.4375,57248.3,0,HUMAN
44.3571,23.4375,72579.5,0,HUMAN
43.9202,70.3125,64548.2,0,HUMAN
43.2414,23.4375,55515.5,0,HUMAN
42.6395,54.6875,45283.9,0,HUMAN
43.8529,23.4375,67145.8,0,HUMAN
45.0355,54.6875,76718.2,0,HUMAN
44.9742,15.625,77192.0,0,HUMAN
43.224,23.4375,54554.2,0,HUMAN
44.6613,54.6875,70324.1,0,HUMAN
41.3451,70.3125,35890.3,0,HUMAN
43.6196,23.4375,64304.6,0,HUMAN
45.6415,54.6875,82324.0,0,HUMAN
43.8466,54.6875,63667.9,0,HUMAN
42.7464,101.562,46837.8,0,HUMAN
44.4727,62.5,82368.3,0,HUMAN
44.8153,54.6875,74616.2,0,HUMAN
43.9016,23.4375,65051.6,0,HUMAN
47.5242,7.8125,124389.0,0,HUMAN
43.6988,54.6875,53062.4,0,HUMAN
43.6441,23.4375,60742.8,0,HUMAN
44.8685,23.4375,85273.5,0,HUMAN
42.7017,23.4375,43363.2,0,HUMAN
44.6703,62.5,69939.2,0,HUMAN
46.3855,15.625,81499.8,0,HUMAN
42.6222,62.5,44582.9,0,HUMAN
43.4071,62.5,52848.2,0,HUMAN
43.6187,23.4375,58330.0,0,HUMAN
43.1553,15.625,62092.4,0,HUMAN
44.8644,23.4375,75365.7,0,HUMAN
42.552,23.4375,49982.9,0,HUMAN
42.2962,62.5,47684.7,0,HUMAN
42.8713,54.6875,46162.4,0,HUMAN
45.9073,54.6875,92409.0,0,HUMAN
43.0236,70.3125,52769.4,0,HUMAN
42.047,23.4375,42528.0,0,HUMAN
46.3475,62.5,90879.3,0,HUMAN
44.4147,54.6875,69382.9,0,HUMAN
42.034,70.3125,38837.0,0,HUMAN
43.6126,62.5,58195.7,1,HUMAN
42.9309,54.6875,47830.4,0,HUMAN
45.0974,23.4375,66566.4,0,HUMAN
41.9962,54.6875,41585.1,0,HUMAN
41.0113,15.625,33402.9,0,HUMAN
41.4306,62.5,35538.9,0,HUMAN
43.584,23.4375,59395.0,0,HUMAN
43.9782,54.6875,62986.1,0,HUMAN
44.049,54.6875,64812.1,0,HUMAN
43.2917,23.4375,53292.8,0,HUMAN
44.7924,46.875,74825.8,0,HUMAN
43.2277,54.6875,55352.6,0,HUMAN
42.4715,70.3125,42895.8,0,HUMAN
43.138,54.6875,45663.8,0,HUMAN
42.5252,46.875,47459.9,0,HUMAN
41.9435,54.6875,41909.6,0,HUMAN
42.9114,62.5,52142.7,0,HUMAN
45.566,54.6875,89326.9,0,HUMAN
43.448,54.6875,57723.3,0,HUMAN
47.3921,31.25,139757.0,0,HUMAN
43.7014,54.6875,70027.3,0,HUMAN
44.8144,54.6875,77948.3,0,HUMAN
42.9867,70.3125,54415.7,0,HUMAN
43.9561,54.6875,60192.8,0,HUMAN
44.8053,62.5,70890.6,0,HUMAN
45.3479,828.125,93375.2,0,NON_HUMAN
45.3625,15.625,86872.0,0,HUMAN
40.6936,54.6875,31488.5,0,HUMAN
42.8382,54.6875,46043.0,0,HUMAN
43.133,62.5,52754.6,0,HUMAN
45.2478,15.625,63811.6,0,HUMAN
46.3101,15.625,104500.0,0,HUMAN
48.2497,46.875,182361.0,0,HUMAN
45.162,23.4375,90524.1,0,HUMAN
43.464,62.5,58005.6,0,HUMAN
44.1581,23.4375,69640.1,0,HUMAN
44.1166,62.5,85833.1,0,HUMAN
42.0473,70.3125,41501.6,0,HUMAN
45.0973,62.5,79044.3,0,HUMAN
47.2382,23.4375,151190.0,26,HUMAN
41.8493,23.4375,37442.9,0,HUMAN
41.0662,23.4375,31737.3,0,HUMAN
43.435,54.6875,56369.3,0,HUMAN
42.5703,15.625,43668.2,0,HUMAN
43.2515,54.6875,53270.8,0,HUMAN
45.1986,54.6875,83306.1,0,HUMAN
44.9808,54.6875,81889.5,0,HUMAN
43.3916,23.4375,39815.5,0,HUMAN
43.2009,23.4375,49700.0,0,HUMAN
43.2239,23.4375,55030.9,0,HUMAN
43.734,23.4375,61129.1,0,HUMAN
41.8805,23.4375,38887.8,0,HUMAN
43.7662,23.4375,57564.1,0,HUMAN
43.1707,54.6875,47460.7,0,HUMAN
52.8863,62.5,693279.0,77,HUMAN
41.615,23.4375,36225.0,0,HUMAN
45.9731,15.625,112339.0,0,HUMAN
48.5398,15.625,183461.0,0,HUMAN
44.2196,15.625,61160.1,0,HUMAN
45.0072,62.5,77854.6,0,HUMAN
43.907,23.4375,60643.0,0,HUMAN
44.2847,23.4375,75969.2,5,HUMAN
44.1154,23.4375,61294.1,0,HUMAN
44.1432,54.6875,74551.8,0,HUMAN
46.0413,7.8125,73841.3,0,HUMAN
44.2629,23.4375,73713.0,0,HUMAN
47.8944,70.3125,151808.0,0,HUMAN
44.536,62.5,66425.5,0,HUMAN
43.3604,23.4375,55079.6,0,HUMAN
44.6972,23.4375,83998.2,0,HUMAN
45.0182,70.3125,78521.4,0,HUMAN
44.4007,23.4375,68670.5,0,HUMAN
44.3893,23.4375,70626.3,4,HUMAN
43.3347,23.4375,57771.6,0,HUMAN
43.745,23.4375,62400.0,0,HUMAN
41.9956,23.4375,40195.2,0,HUMAN
42.4275,62.5,46689.8,0,HUMAN
53.836,7.8125,1014620.0,0,HUMAN
44.7921,23.4375,88543.4,0,HUMAN
43.4083,70.3125,62088.9,0,HUMAN
43.3873,62.5,54584.0,0,HUMAN
42.8629,23.4375,48353.2,0,HUMAN
42.2629,70.3125,40218.9,0,HUMAN
42.7654,7.8125,45757.4,0,HUMAN
45.7046,62.5,106420.0,1,HUMAN
48.5921,15.625,170916.0,0,HUMAN
42.3739,15.625,45425.3,0,HUMAN
45.899,54.6875,94287.8,0,HUMAN
46.357,54.6875,107783.0,0,HUMAN
42.8777,23.4375,51486.9,0,HUMAN
68.7061,7.8125,3.55947E7,0,HUMAN
49.4043,250.0,221196.0,0,HUMAN
45.5814,23.4375,100554.0,0,HUMAN
44.018,23.4375,69532.2,0,HUMAN
68.8775,7.8125,3.70291E7,0,HUMAN
42.3297,101.562,47073.5,0,HUMAN
41.0291,23.4375,35676.7,0,HUMAN
68.4418,7.8125,3.37147E7,0,HUMAN
